1993,usa,6858560000000.0,0.767643589,89990000000.0,-1.669252924
1994,usa,7287240000000.0,0.904218188,110060000000.0,-1.486449358
1995,usa,7639750000000.0,1.209693103,103020000000.0,-1.544967362
1996,usa,8073120000000.0,1.424065573,121380000000.0,-1.640613309
1997,usa,8577550000000.0,2.329849229,174760000000.0,-2.372738757
1998,usa,9062820000000.0,3.244314135,247485000000.0,-2.976139485
1999,usa,9630660000000.0,3.405318336,186370000000.0,-3.920351703
2000,usa,10252300000000.0,1.630116343,146041000000.0,-3.724113129
2001,usa,10581800000000.0,1.015460357,178985000000.0,-4.170551601
2002,usa,10936400000000.0,1.022023979,195218000000.0,-4.55826395
2003,usa,11458200000000.0,1.749187307,374004000000.0,-5.206329634
2004,usa,12213700000000.0,1.091876415,52591000000.0,-5.747109583
2005,usa,13036600000000.0,2.160487842,283801000000.0,-5.911436634
2006,usa,13814600000000.0,2.398397384,523890000000.0,-5.096603956
2007,usa,14451900000000.0,2.318328109,343583000000.0,-4.734135671
2008,usa,14712800000000.0,1.114843565,312597000000.0,-2.628124854
2009,usa,14448900000000.0,1.761193112,349828000000.0,-2.881540026
2010,usa,14992100000000.0,1.695323307,436616000000.0,-2.929352576
2011,usa,15542600000000.0,1.545625032,377240000000.0,-2.58141514
2012,usa,16197000000000.0,1.716613576,392796000000.0,-2.006887259
2013,usa,16784800000000.0,1.436946698,387529000000.0,-2.098525502
2014,usa,17527200000000.0,2.80417574,302071000000.0,-2.233519502
2015,usa,18238300000000.0,2.53073398,299815000000.0,-2.106510566
2016,usa,18745100000000.0,1.948643533,409413000000.0,-1.869013913
2017,usa,19543000000000.0,1.039765408,-130016000000.0,-2.181753513
2018,usa,20611900000000.0,1.409955825,122191000000.0,-2.240577453
2019,usa,21433200000000.0,0.0,311692000000.0,-3.091323329
2020,usa,20936600000000.0,0.0,0.0,0.0
1960,india,59716467625.0,0.0,0.0,0.0
1961,india,50056868958.0,0.0,0.0,0.0
1962,india,47209359006.0,0.0,0.0,0.0
1963,india,50706799903.0,0.0,0.0,0.0
1964,india,59708343489.0,0.0,0.0,0.0
1965,india,70436266147.0,0.0,0.0,0.0
1966,india,76720285970.0,0.0,0.0,0.0
1967,india,72881631327.0,0.0,0.0,0.0
1968,india,70846535056.0,0.0,0.0,0.0
1969,india,79705906247.0,0.072826324,0.0,0.0
1970,india,92602973434.0,0.070763624,0.0,0.0
1971,india,99800958648.0,0.024893934,0.0,0.0
1972,india,113688000000.0,0.044331264,0.0,0.0
1973,india,138544000000.0,0.057241382,0.0,0.0
1974,india,144182000000.0,-0.010486395,0.0,-0.149804626
1975,india,163432000000.0,-0.007502573,0.0,1.537101815
1976,india,153940000000.0,-0.029682109,0.0,1.744416029
1977,india,174938000000.0,0.0131755,0.0,0.504279978
1978,india,149541000000.0,0.03174683,0.0,0.03290178
1979,india,178281000000.0,0.042484827,4000000.0,-0.958069194
1980,india,191149000000.0,0.047506181,2000000.0,-1.394554633
1981,india,195866000000.0,0.03591159,1000000.0,-1.257276246
1982,india,205090000000.0,0.002584047,5000000.0,-0.887437672
1983,india,230687000000.0,0.009068703,4000000.0,-1.089314216
1984,india,259947000000.0,0.045627777,3000000.0,-1.780805001
1985,india,309488000000.0,0.047283784,-1000000.0,-1.834520559
1986,india,300758000000.0,0.076091199,5000000.0,-1.853242437
1987,india,272973000000.0,0.030766482,11000000.0,-2.408461745
1988,india,312354000000.0,0.085156734,10000000.0,-2.301281981
1989,india,347768000000.0,0.073740021,6000000.0,-2.191935869
1990,india,360858000000.0,0.02722554,-11000000.0,-1.588911312
1991,india,383373000000.0,0.095941829,24000000.0,-1.556243036
1992,india,426916000000.0,0.197056163,350640.5619,-0.67161797
1993,india,444731000000.0,0.297385909,82583302.7,-0.51219266
